text,date,category,processed_text
RT @rmota: Stay Strong #puertorico and #mexico #HurricaneMaria #earthquake https://t.co/6SkQs6wIWS,20_9_2017,not_humanitarian,rt stay strong puertorico and mexico hurricanemaria earthquake 
Hundreds Dead in Mexico After Earthquake Strikes on Anniversary of Devastating 1985 Quake https://t.co/cG0uV61L8t https://t.co/SyF7wQL0Ak,20_9_2017,injured_or_dead_people,hundreds dead in mexico after earthquake strikes on anniversary of devastating quake 
RT @Slate: There was another earthquake in Mexico yesterday. Is the world ending? https://t.co/HNIs3ev00L https://t.co/tLIxtEh12u,20_9_2017,other_relevant_information,rt there was another earthquake in mexico yesterday is the world ending 
"Sad day for Mexico City. Our home was hitting by an aggressive Earthquake, again on September 19th. https://t.co/pBrVZgpfl3",20_9_2017,infrastructure_and_utility_damage,sad day for mexico city our home was hitting by an aggressive earthquake again on september th 
Emergency relief for #Mexico as second #earthquake hits. @save_children https://t.co/lVMCd3dD40 https://t.co/Z5esRsMeMW,20_9_2017,other_relevant_information,emergency relief for mexico as second earthquake hits 
RT @thecrow1one: God bless to Mexico and all your lost lifes after the terrible earthquake...á½¤Fá¼žEá¼Ÿ9â¤ https://t.co/iyE8bltXtW,20_9_2017,not_humanitarian,rt god bless to mexico and all your lost lifes after the terrible earthquake á½ fá¼žeá¼ÿ â 
Rescue Work Continues After Tuesday's Mexico City Earthquake https://t.co/A0vwXrYHdx https://t.co/Ij5aOmWZkt,20_9_2017,rescue_volunteering_or_donation_effort,rescue work continues after tuesday mexico city earthquake 
RT @JinesHatesYou: Juice=Juice sending love to Mexico after big earthquake. â¤#JJ_worldtour #Mexico #FuerzaMexico https://t.co/Rbc2gZZp1S,20_9_2017,not_humanitarian,rt juice juice sending love to mexico after big earthquake â jj_worldtour mexico fuerzamexico 
RT @JinesHatesYou: Juice=Juice sending love to Mexico after big earthquake. â¤#JJ_worldtour #Mexico #FuerzaMexico https://t.co/Rbc2gZZp1S,20_9_2017,not_humanitarian,rt juice juice sending love to mexico after big earthquake â jj_worldtour mexico fuerzamexico 
RT @JinesHatesYou: Juice=Juice sending love to Mexico after big earthquake. â¤#JJ_worldtour #Mexico #FuerzaMexico https://t.co/Rbc2gZZp1S,20_9_2017,not_humanitarian,rt juice juice sending love to mexico after big earthquake â jj_worldtour mexico fuerzamexico 
RT @JinesHatesYou: Juice=Juice sending love to Mexico after big earthquake. â¤#JJ_worldtour #Mexico #FuerzaMexico https://t.co/Rbc2gZZp1S,20_9_2017,not_humanitarian,rt juice juice sending love to mexico after big earthquake â jj_worldtour mexico fuerzamexico 
"VW, Audi, Nissan production hit by Mexico earthquake https://t.co/g1uvEHGCjj https://t.co/r0Q08LspVR",20_9_2017,vehicle_damage,vw audi nissan production hit by mexico earthquake 
RT @IAFsite: The IAF &amp; Home Front Command #aid mission to earthquake-stricken #Mexico has taken off from Nevatim AFB https://t.co/2UnLELPsXx,20_9_2017,rescue_volunteering_or_donation_effort,rt the iaf amp home front command aid mission to earthquake stricken mexico has taken off from nevatim afb 
Highly effective earthquake devastates central Mexico - https://t.co/damR2GDdB3 https://t.co/SC7wVnl4oX,20_9_2017,infrastructure_and_utility_damage,highly effective earthquake devastates central mexico 
Mexico...... I'm sad... I think of wenchuan earthquake in Chinaá½¢3á½¢3 https://t.co/HWXQGqjX9g,20_9_2017,not_humanitarian,mexico sad think of wenchuan earthquake in chinaá½ á½ 
About to go live on @whiotv at Noon with some local connections &amp; perspective on the earthquake in Mexico. https://t.co/3W2OvVnTND,20_9_2017,not_humanitarian,about to go live on at noon with some local connections amp perspective on the earthquake in mexico 
Photos out of Mexico City show the damage from magnitude-7.1 earthquake https://t.co/s2S5RSedrx https://t.co/O6Ave9qh7Z,20_9_2017,infrastructure_and_utility_damage,photos out of mexico city show the damage from magnitude earthquake 
"Death toll rises to at least 217 people, including school children found dead under rubbleâ€¦ https://t.co/gkDgQlOVs4 https://t.co/wAEg4bRhBZ",20_9_2017,injured_or_dead_people,death toll rises to at least people including school children found dead under rubbleâ 
RT @RSGovUK: Our deepest condolences to #Mexico earthquake victims &amp; their loved ones. Stay strong! https://t.co/UXN9htwwsy,20_9_2017,injured_or_dead_people,rt our deepest condolences to mexico earthquake victims amp their loved ones stay strong 
So sad to hear about the earthquake in Mexico City. My thoughts go out to everyone there á½‰Cá½‰C #mexicocity https://t.co/GBDrnocM7r,20_9_2017,other_relevant_information,so sad to hear about the earthquake in mexico city my thoughts go out to everyone there á½ cá½ mexicocity 
Earthquake death toll climbs to 225 in Mexico as frantic search continues for survivors https://t.co/ZlzcR5GAhM https://t.co/Kt2juFTNy7,20_9_2017,injured_or_dead_people,earthquake death toll climbs to in mexico as frantic search continues for survivors 
At least 226 killed in #Mexico's new earthquake https://t.co/4rzIozocIS #NRTnews https://t.co/Acgcalnr3K,20_9_2017,injured_or_dead_people,at least killed in mexico new earthquake nrtnews 
Mexico City earthquake: Cristiano Ronaldo and top clubs lead tributes to victims of disaster https://t.co/U8cDRehJGH https://t.co/bTXG3SfpwQ,20_9_2017,not_humanitarian,mexico city earthquake cristiano ronaldo and top clubs lead tributes to victims of disaster 
"Mexico earthquake: Death toll soars, 30 pupils missing https://t.co/srWnjWhrtO https://t.co/MABRRXLeOw",20_9_2017,injured_or_dead_people,mexico earthquake death toll soars pupils missing 
Live Updates: 225 People Killed As Powerful 7.1 Magnitude Earthquake Strikes Mexico https://t.co/n6Jdv5mDID https://t.co/17tA3V4uUD,20_9_2017,injured_or_dead_people,live updates people killed as powerful magnitude earthquake strikes mexico 
"RT @crodriguezap: Soldiers are removing debris in Jojutla, Mexico after the earthquake @AP_News https://t.co/rPQ3MBqNdr",20_9_2017,rescue_volunteering_or_donation_effort,rt soldiers are removing debris in jojutla mexico after the earthquake 
Watch the Emotional Rescue of a Dog Trapped in Rubble After Earthquake in Mexico City... https://t.co/kvxRFXrEX7 https://t.co/RnaG3aMSnO,20_9_2017,rescue_volunteering_or_donation_effort,watch the emotional rescue of dog trapped in rubble after earthquake in mexico city 
Mexico Earthquake Kills 250 People Powerful Temblor Collapses Buildings 21 School Children Crushed Under School |... https://t.co/uxSOqmCUQE,20_9_2017,injured_or_dead_people,mexico earthquake kills people powerful temblor collapses buildings school children crushed under school 
Pau Gasol shares his support for victims of Mexico City earthquake https://t.co/UBGMf4X1uN #GoSpursGo https://t.co/taHvdK5Wa4,20_9_2017,rescue_volunteering_or_donation_effort,pau gasol shares his support for victims of mexico city earthquake gospursgo 
Breaking: Death Toll Rises To Over 200 https://t.co/ktiMqWEL5A https://t.co/QlYqn5bS1S,20_9_2017,injured_or_dead_people,breaking death toll rises to over 
RT @citizentvkenya: Huge Earthquake Rocks Mexico City https://t.co/d01JibC1WG https://t.co/hai7fQBVF9,20_9_2017,other_relevant_information,rt huge earthquake rocks mexico city 
"RT @CityLab: Mexico City's earthquake, through residents' eyes https://t.co/tu4Jtk8goL #CDMX https://t.co/Ge5100NQz5",20_9_2017,other_relevant_information,rt mexico city earthquake through residents eyes cdmx 
RT @examrevision4u: Useful PowerPoint slide for the #Earthquake in #Mexico #Geography #Geo #JC #LC https://t.co/GvppN4HkAJ,20_9_2017,not_humanitarian,rt useful powerpoint slide for the earthquake in mexico geography geo jc lc 
"Eva Longoria, Fifth Harmony and More Celebs React to Devastating MexicoÂ Earthquake https://t.co/haXA7Ro4nx https://t.co/ndD1EWuEWU",20_9_2017,not_humanitarian,eva longoria fifth harmony and more celebs react to devastating mexicoâ earthquake 
"A powerful 7.1 magnitude earthquake jolted Mexico City, killing more than 200 Jeremy Berke https://t.co/hqMTz6NsDU",20_9_2017,injured_or_dead_people, powerful magnitude earthquake jolted mexico city killing more than jeremy berke 
Gas explosion fills Mexico City sky with fire following earthquake https://t.co/lSAzEjWYEt https://t.co/5ZQamtqwL4,20_9_2017,infrastructure_and_utility_damage,gas explosion fills mexico city sky with fire following earthquake 
RT @podobensky: á½ª8á½ª8Central Mexico 7.1 Earthquake 30 minutes agoá½ª8á½ª8 https://t.co/0p9x7ZHMMU,20_9_2017,other_relevant_information,rt á½ª á½ª central mexico earthquake minutes agoá½ª á½ª 
21 children crushed beneath a school in Mexicoâ€™s powerful 7.1-magnitudeÂ earthquake https://t.co/m4ODsTtXOv https://t.co/ea9hD9olCR,20_9_2017,injured_or_dead_people, children crushed beneath school in mexicoâ powerful magnitudeâ earthquake 
Dramatic video shows moment of gas explosion after earthquake in Mexico: https://t.co/GhnxRxDp7P https://t.co/bWQQFZmeFZ,20_9_2017,other_relevant_information,dramatic video shows moment of gas explosion after earthquake in mexico 
@SkyNews O my people REPENT before it is too late #Mexico #earthquake #newzealand #hurricane #Maria https://t.co/3Bx24ezdEz,20_9_2017,other_relevant_information, my people repent before it is too late mexico earthquake newzealand hurricane maria 
"RT MyMusicGrind ""Mexico City Earthquake: BeyoncÃ©, Nicki Minaj &amp; More Share Prayers https://t.co/t7K3VSV6Oc https://t.co/GyHdvrmZhB""",20_9_2017,not_humanitarian,rt mymusicgrind mexico city earthquake beyoncã nicki minaj amp more share prayers 
How to help Mexico recover from its devastating earthquake from wherever you are https://t.co/I1KLycokky https://t.co/rZTUrRpf4p,20_9_2017,rescue_volunteering_or_donation_effort,how to help mexico recover from its devastating earthquake from wherever you are 
Our thoughts are with all those affected by yesterday's powerful #earthquake in #Mexico. https://t.co/V4OFjN2ooR https://t.co/8JH7mWeVgR,20_9_2017,not_humanitarian,our thoughts are with all those affected by yesterday powerful earthquake in mexico 
Rescuers search collapsed school after Mexico earthquake https://t.co/dQQZICE1GC https://t.co/afmfyIaRhb,20_9_2017,rescue_volunteering_or_donation_effort,rescuers search collapsed school after mexico earthquake 
Rescuers search collapsed school after Mexico earthquake https://t.co/dQQZICE1GC https://t.co/afmfyIaRhb,20_9_2017,rescue_volunteering_or_donation_effort,rescuers search collapsed school after mexico earthquake 
Mexico earthquake as it struck https://t.co/VzPRgYI7dj https://t.co/9assqvKzwG,20_9_2017,other_relevant_information,mexico earthquake as it struck 
RT @sarahofff: For any of you who want to help with earthquake relief in Mexico City: https://t.co/y3U1BDv35a,20_9_2017,rescue_volunteering_or_donation_effort,rt for any of you who want to help with earthquake relief in mexico city 
RT @sarahofff: For any of you who want to help with earthquake relief in Mexico City: https://t.co/y3U1BDv35a,20_9_2017,rescue_volunteering_or_donation_effort,rt for any of you who want to help with earthquake relief in mexico city 
RT @sarahofff: For any of you who want to help with earthquake relief in Mexico City: https://t.co/y3U1BDv35a,20_9_2017,rescue_volunteering_or_donation_effort,rt for any of you who want to help with earthquake relief in mexico city 
Missing school children in Mexico City amid the ruins of the hugeÂ earthquake https://t.co/AAYTC91kds https://t.co/i3AR8ZEOAW,20_9_2017,missing_or_found_people,missing school children in mexico city amid the ruins of the hugeâ earthquake 
RT @AJEnglish: RT @AJENews: Powerful 7.1 magnitude earthquake hits southern Mexico https://t.co/sBOGfWxRGI https://t.co/yUdss1RcLM,20_9_2017,other_relevant_information,rt rt powerful magnitude earthquake hits southern mexico 
Here's how you can help after the terrible earthquake that took place in Mexico. #FuerzaMÃ©xico á¼Ÿ2á¼ŸD @topos https://t.co/g3AFdTCjYB,20_9_2017,rescue_volunteering_or_donation_effort,here how you can help after the terrible earthquake that took place in mexico fuerzamã xico á¼ÿ á¼ÿd 
Here's how you can help after the terrible earthquake that took place in Mexico. #FuerzaMÃ©xico á¼Ÿ2á¼ŸD @topos https://t.co/g3AFdTCjYB,20_9_2017,rescue_volunteering_or_donation_effort,here how you can help after the terrible earthquake that took place in mexico fuerzamã xico á¼ÿ á¼ÿd 
RT @CP24: Trudeau says Canada ready to help after 'devastating' earthquake in Mexico https://t.co/jZNOCwdZe9 https://t.co/fcupuY6gRn,20_9_2017,rescue_volunteering_or_donation_effort,rt trudeau says canada ready to help after devastating earthquake in mexico 
RT @rafafc91: Improvised clinics are being set up in Mexico City parks to aid earthquake victims. https://t.co/ckfv5WRatr,20_9_2017,rescue_volunteering_or_donation_effort,rt improvised clinics are being set up in mexico city parks to aid earthquake victims 
Ronaldo &amp; Chicharito lead messages of support to Mexico earthquake victims https://t.co/hJJNBonLdq https://t.co/kWT9V62Q9B,20_9_2017,rescue_volunteering_or_donation_effort,ronaldo amp chicharito lead messages of support to mexico earthquake victims 
RT @BarcaSpiral: Our thoughts are with Mexico after that devastating earthquake last night. https://t.co/FSdzzWoZ0A,20_9_2017,not_humanitarian,rt our thoughts are with mexico after that devastating earthquake last night 
RT @business: Photos of Mexico City after the nation's second major earthquake this month https://t.co/pJdMZkKGZE https://t.co/p3Zm0QWAa4,20_9_2017,other_relevant_information,rt photos of mexico city after the nation second major earthquake this month 
RT @business: Photos of Mexico City after the nation's second major earthquake this month https://t.co/pJdMZkKGZE https://t.co/p3Zm0QWAa4,20_9_2017,other_relevant_information,rt photos of mexico city after the nation second major earthquake this month 
RT @business: Photos of Mexico City after the nation's second major earthquake this month https://t.co/pJdMZkKGZE https://t.co/p3Zm0QWAa4,20_9_2017,other_relevant_information,rt photos of mexico city after the nation second major earthquake this month 
Devastating earthquake rocks Mexico again! My prayers for the families and friends. Let https://t.co/Dwph182Gcf https://t.co/PAhpbreA2E,20_9_2017,other_relevant_information,devastating earthquake rocks mexico again my prayers for the families and friends let 
(Automakers survey earthquake damage in Mexico) - Xania News - https://t.co/KKzlKC2xao #XaniaNews https://t.co/y5m4WoxPaQ,20_9_2017,other_relevant_information, automakers survey earthquake damage in mexico xania news xanianews 
Mexico City earthquake: International Paralympic Committee postponesÂ events https://t.co/nYSr0TUhZW https://t.co/DWvSMbLcgO,20_9_2017,other_relevant_information,mexico city earthquake international paralympic committee postponesâ events 
Mexico City Sport Director Says No Major Damage to Estadio Azteca in Earthquake - Bleacher Report https://t.co/kKYE3WpozU,20_9_2017,infrastructure_and_utility_damage,mexico city sport director says no major damage to estadio azteca in earthquake bleacher report 
RT @The_Tablet: Pope prays for victims of #Mexico earthquake https://t.co/K3jYgInWmT https://t.co/apfNVvsriO,20_9_2017,other_relevant_information,rt pope prays for victims of mexico earthquake 
"A tweet from: POTUS, via: Twitter for iPhone https://t.co/UvjZ4MptIH https://t.co/CWx8yrt6sw",20_9_2017,not_humanitarian, tweet from potus via twitter for iphone 
Great News Reporting About Mexico City Earthquake Magdalena! @MagdalenaDoris https://t.co/CDFlnFXlM8,20_9_2017,not_humanitarian,great news reporting about mexico city earthquake magdalena 
New activation [#EMSR244]: Earthquake in Central Mexico https://t.co/3lcYxNNh4f #Copernicus #Earthquake #EUCivPro https://t.co/7VjkOPOda0,20_9_2017,not_humanitarian,new activation emsr earthquake in central mexico copernicus earthquake eucivpro 
"Mexico Earthquake Update: 55 Killed, More Deaths Expected https://t.co/WHD3qWUaxQ https://t.co/vFGDMLg6gM",20_9_2017,injured_or_dead_people,mexico earthquake update killed more deaths expected 
@paolaturbay NEW EARTHQUAKE IN MEXICO YESTERDAY ALLOW AT LEAST 200 DEADS. https://t.co/NN9IVxsYCV,20_9_2017,injured_or_dead_people, new earthquake in mexico yesterday allow at least deads 
"Mexico Earthquake Claims at Least 248 Lives, Many Still Missing https://t.co/8TvKJCLYpM https://t.co/HDErvmUzto",20_9_2017,injured_or_dead_people,mexico earthquake claims at least lives many still missing 
"Info in japanese, how to help in the earthquake in Mexico; https://t.co/Yq2xFqFcBu",20_9_2017,other_relevant_information,info in japanese how to help in the earthquake in mexico 
"Info in japanese, how to help in the earthquake in Mexico; https://t.co/Yq2xFqFcBu",20_9_2017,other_relevant_information,info in japanese how to help in the earthquake in mexico 
