text,date,category,processed_text
LIVE: Deadly earthquake hits Iraq &amp; Iran – aftermath footage from Iraqi Sulaymaniyah https://t.co/TnJW35si1c https://t.co/xrrmgXP45A,13_11_2017,infrastructure_and_utility_damage,live deadly earthquake hits iraq amp iran aftermath footage from iraqi sulaymaniyah 
Our collective hearts are heavy with sympathy. #Iran #Earthquake #Kermanshah #Sar_pol_Zahab https://t.co/gfLsvn5JGL,13_11_2017,other_relevant_information,our collective hearts are heavy with sympathy iran earthquake kermanshah sar_pol_zahab 
"7.3 MAGNITUDE EARTHQUAKE HITS IRAN-IRAQ; MANY KILLED, THOUSANDS INJURED. https://t.co/BnsJS2pmus https://t.co/7UBHXQBoRg",13_11_2017,injured_or_dead_people, magnitude earthquake hits iran iraq many killed thousands injured 
"#Earthquake magnitude 4,4 - 94,1 km from #Sulaymaniyah - #Iraq https://t.co/dEu1qrEtV8 https://t.co/UWVSTEE9sA",13_11_2017,other_relevant_information, earthquake magnitude km from sulaymaniyah iraq 
the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ,13_11_2017,injured_or_dead_people,the earthquake killed more than and wounded thousands in kurdish region in iran amp iraq bbcnews 
the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ,13_11_2017,injured_or_dead_people,the earthquake killed more than and wounded thousands in kurdish region in iran amp iraq bbcnews 
the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ,13_11_2017,injured_or_dead_people,the earthquake killed more than and wounded thousands in kurdish region in iran amp iraq bbcnews 
the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ,13_11_2017,injured_or_dead_people,the earthquake killed more than and wounded thousands in kurdish region in iran amp iraq bbcnews 
"Iran-Iraq Border Earthquake Death Toll Tops 200, Officials Say https://t.co/rMxeWOnb4H https://t.co/0TTlpqwMsr",13_11_2017,injured_or_dead_people,iran iraq border earthquake death toll tops officials say 
New #Earthquake. ἰE 4.4 - 44km E of #Kifri - #Iraq. 2017/11/13 08:29:01. #Temblor #Sismo #USGS #alert https://t.co/WagKP6kkTU,13_11_2017,not_humanitarian,new earthquake ἰe km of kifri iraq temblor sismo usgs alert 
"Pakistan condoles with Iran, Iraq on devastating earthquake https://t.co/8uJ9F6AX97 https://t.co/Kaj8dfIfDO",13_11_2017,other_relevant_information,pakistan condoles with iran iraq on devastating earthquake 
RT @imranbird: #Earthquake in #kuwait. Everyone is standing outside. https://t.co/WolwXLvzh3,13_11_2017,other_relevant_information,rt earthquake in kuwait everyone is standing outside 
#Heartbreaking Earthquake between border Iran &amp; Iraq RIP ὤF #earthquake #زلزلە Photo: Rudaw https://t.co/TJT8iS1QY1,13_11_2017,other_relevant_information, heartbreaking earthquake between border iran amp iraq rip ὤf earthquake زلزلە photo rudaw 
#Heartbreaking Earthquake between border Iran &amp; Iraq RIP ὤF #earthquake #زلزلە Photo: Rudaw https://t.co/TJT8iS1QY1,13_11_2017,other_relevant_information, heartbreaking earthquake between border iran amp iraq rip ὤf earthquake زلزلە photo rudaw 
#Heartbreaking Earthquake between border Iran &amp; Iraq RIP ὤF #earthquake #زلزلە Photo: Rudaw https://t.co/TJT8iS1QY1,13_11_2017,other_relevant_information, heartbreaking earthquake between border iran amp iraq rip ὤf earthquake زلزلە photo rudaw 
"Atleast 207 Dead, Thousands Injured As 7.3-Magnitude Earthquake Hits Northern Border Region… https://t.co/8RVoot4B4Y https://t.co/glpJfPj0n7",13_11_2017,injured_or_dead_people,atleast dead thousands injured as magnitude earthquake hits northern border region 
"7.3 earthquake kills at least 160 in Iran, government says https://t.co/pYZ91c73Hm https://t.co/mZ4TjNG36v",13_11_2017,injured_or_dead_people, earthquake kills at least in iran government says 
RT @akifinam: Press Release by @MFATurkey regarding the earthquake in #Iraq. #Halabja #Sulaimani https://t.co/X4yd3hbPi0,13_11_2017,other_relevant_information,rt press release by regarding the earthquake in iraq halabja sulaimani 
RT @Lee_Saks: #Iraq #Iran 7.2 earthquake major oil fields map. no damages reported yet. #OOTT https://t.co/aOnfPaawMW,13_11_2017,other_relevant_information,rt iraq iran earthquake major oil fields map no damages reported yet oott 
"1st Turkish earthquake emergency plane has landed in Sulaymaniyah, Iraq https://t.co/syj5ErH9WP",13_11_2017,rescue_volunteering_or_donation_effort, st turkish earthquake emergency plane has landed in sulaymaniyah iraq 
RT @RudawEnglish: Material damages captured by Rudaw English's managing editor @OsamaGolpy in #Halabja #earthquake https://t.co/6MaFWai7Vb,13_11_2017,infrastructure_and_utility_damage,rt material damages captured by rudaw english managing editor in halabja earthquake 
RT @TimesofIsrael: Israel rattled as 7.2-magnitude earthquake strikes northeast Iraq https://t.co/RUxTDHMfWW https://t.co/DUbgtHtPCb,13_11_2017,other_relevant_information,rt israel rattled as magnitude earthquake strikes northeast iraq 
#Iran's Army is deployed in the region to help the relief forces to find trapped earthquake victims #iranEarthquake https://t.co/JEj9n8bhZs,13_11_2017,rescue_volunteering_or_donation_effort, iran army is deployed in the region to help the relief forces to find trapped earthquake victims iranearthquake 
"Commanders of #IRGC, #Iran's Army visit #earthquake areas in Western Iran. https://t.co/6dOdulWQRf",13_11_2017,not_humanitarian,commanders of irgc iran army visit earthquake areas in western iran 
Iraq earthquake caught on camera during live TV interview [Video] https://t.co/wTZQflW7mn https://t.co/xaKdVZbDNH,13_11_2017,other_relevant_information,iraq earthquake caught on camera during live tv interview video 
"Earthquake hits Iraq near border with Iran, several killed in both countries https://t.co/5iZy0jClah https://t.co/hcKUJntKrp",13_11_2017,injured_or_dead_people,earthquake hits iraq near border with iran several killed in both countries 
Remarkable that there are accurate figures for loss of life in the Iran/Iraq earthquake. https://t.co/YZSsb3mtRu,13_11_2017,injured_or_dead_people,remarkable that there are accurate figures for loss of life in the iran iraq earthquake 
"Iraq-Iran earthquake: From Bhuj to Haiti, the deadliest quakes of this century | world-news https://t.co/MiFhFFACvJ https://t.co/ztbs4sn3us",13_11_2017,other_relevant_information,iraq iran earthquake from bhuj to haiti the deadliest quakes of this century world news 
RT @TomHall: #Breaking: Giant 7.2 #Earthquake hits Iraq ἞E἟6 #SundayMorning https://t.co/OargVOvsTu,13_11_2017,not_humanitarian,rt breaking giant earthquake hits iraq sundaymorning 
RT @TomHall: #Breaking: Giant 7.2 #Earthquake hits Iraq ἞E἟6 #SundayMorning https://t.co/OargVOvsTu,13_11_2017,not_humanitarian,rt breaking giant earthquake hits iraq sundaymorning 
RT @TomHall: #Breaking: Giant 7.2 #Earthquake hits Iraq ἞E἟6 #SundayMorning https://t.co/OargVOvsTu,13_11_2017,not_humanitarian,rt breaking giant earthquake hits iraq sundaymorning 
RT @TruTawar: More photos: #Earthquake at #Kurdistan -- photos belong to Kurdistan Iran cities and villages https://t.co/ADwBFo7yax,13_11_2017,other_relevant_information,rt more photos earthquake at kurdistan photos belong to kurdistan iran cities and villages 
RT @TruTawar: More photos: #Earthquake at #Kurdistan -- photos belong to Kurdistan Iran cities and villages https://t.co/ADwBFo7yax,13_11_2017,other_relevant_information,rt more photos earthquake at kurdistan photos belong to kurdistan iran cities and villages 
RT @TruTawar: More photos: #Earthquake at #Kurdistan -- photos belong to Kurdistan Iran cities and villages https://t.co/ADwBFo7yax,13_11_2017,other_relevant_information,rt more photos earthquake at kurdistan photos belong to kurdistan iran cities and villages 
RT @TruTawar: More photos: #Earthquake at #Kurdistan -- photos belong to Kurdistan Iran cities and villages https://t.co/ADwBFo7yax,13_11_2017,other_relevant_information,rt more photos earthquake at kurdistan photos belong to kurdistan iran cities and villages 
No Kyrgyzstanis among victims of #earthquake in #Iran https://t.co/eNTqG5WNZ0 https://t.co/LBP7OsXK1S,13_11_2017,injured_or_dead_people,no kyrgyzstanis among victims of earthquake in iran 
RT @PressTV: Dozens rushed to hospitals in #Kermanshah after strong #earthquake hit western #Iran https://t.co/frRl7FfhQO,13_11_2017,affected_individuals,rt dozens rushed to hospitals in kermanshah after strong earthquake hit western iran 
RT @PressTV: In pictures: Aftermath of 7.3 #earthquake that struck Iran-Iraq Border https://t.co/rADMPjBF9O,13_11_2017,other_relevant_information,rt in pictures aftermath of earthquake that struck iran iraq border 
RT @PressTV: In pictures: Aftermath of 7.3 #earthquake that struck Iran-Iraq Border https://t.co/rADMPjBF9O,13_11_2017,other_relevant_information,rt in pictures aftermath of earthquake that struck iran iraq border 
RT @PressTV: In pictures: Aftermath of 7.3 #earthquake that struck Iran-Iraq Border https://t.co/rADMPjBF9O,13_11_2017,other_relevant_information,rt in pictures aftermath of earthquake that struck iran iraq border 
RT @PressTV: In pictures: Aftermath of 7.3 #earthquake that struck Iran-Iraq Border https://t.co/rADMPjBF9O,13_11_2017,other_relevant_information,rt in pictures aftermath of earthquake that struck iran iraq border 
Moment deadly earthquake rocked Iraq &amp; Iran caught on VIDEO - https://t.co/tqDr0PvI2k https://t.co/H9mD0ElLHF,13_11_2017,other_relevant_information,moment deadly earthquake rocked iraq amp iran caught on video 
RT @ssilvia13: Shaking all over the Middle East! Also in #Dubai #Earthquake #Iran #iraq https://t.co/XCkK4OAO02,13_11_2017,other_relevant_information,rt shaking all over the middle east also in dubai earthquake iran iraq 
"Powerful Earthquake Rocks Iraq And Iran, Leaving More Than 130 Dead https://t.co/t2HHbufTgE https://t.co/zbhRUsgTFw",13_11_2017,injured_or_dead_people,powerful earthquake rocks iraq and iran leaving more than dead 
"Aftermath of earthquake in Iran, Iraq (Photos, Video) https://t.co/Q4Itc3yGkV #breakingnews https://t.co/cgPqhnEelH",13_11_2017,other_relevant_information,aftermath of earthquake in iran iraq photos video breakingnews 
Iran earthquake damage video: Horror aftermath as fears grow for Iraq after deadly quake https://t.co/uwJxqeZ37k https://t.co/pDhPdVGu1s,13_11_2017,infrastructure_and_utility_damage,iran earthquake damage video horror aftermath as fears grow for iraq after deadly quake 
Bahraini citizens in Iraq are safe #Bahrain #Iraq #earthquake https://t.co/HDV3KIucf9 https://t.co/n82HWZqb1V,13_11_2017,other_relevant_information,bahraini citizens in iraq are safe bahrain iraq earthquake 
My prayer and thought with families of #earthquake victims #Iran #Kermanshah #Sar_pol_Zahab https://t.co/w1nc9FNBcD,13_11_2017,other_relevant_information,my prayer and thought with families of earthquake victims iran kermanshah sar_pol_zahab 
#Azerbaijan offers assistance to #Iran after earthquake - Iranian envoy - https://t.co/80W0SovNmb https://t.co/qa0ClCquPs,13_11_2017,rescue_volunteering_or_donation_effort, azerbaijan offers assistance to iran after earthquake iranian envoy 
#Blood donation lines in #Tehran to help #earthquake survivors in west of #Iran. https://t.co/wW3eEAAgER,13_11_2017,rescue_volunteering_or_donation_effort, blood donation lines in tehran to help earthquake survivors in west of iran 
#Blood donation lines in #Tehran to help #earthquake survivors in west of #Iran. https://t.co/wW3eEAAgER,13_11_2017,rescue_volunteering_or_donation_effort, blood donation lines in tehran to help earthquake survivors in west of iran 
#Blood donation lines in #Tehran to help #earthquake survivors in west of #Iran. https://t.co/wW3eEAAgER,13_11_2017,rescue_volunteering_or_donation_effort, blood donation lines in tehran to help earthquake survivors in west of iran 
#Blood donation lines in #Tehran to help #earthquake survivors in west of #Iran. https://t.co/wW3eEAAgER,13_11_2017,rescue_volunteering_or_donation_effort, blood donation lines in tehran to help earthquake survivors in west of iran 
Turkey will stand with earthquake victims of northern Iraq: PM https://t.co/Kj5KhrUVsl https://t.co/GUIQoVuqU5,13_11_2017,affected_individuals,turkey will stand with earthquake victims of northern iraq pm 
Putin expressed his condolences to President of Iran because of the earthquake: https://t.co/4hwqdJtoBD https://t.co/iayi92AXv6 #Russia,13_11_2017,other_relevant_information,putin expressed his condolences to president of iran because of the earthquake russia
Iran-Iraq earthquake: Deadly tremor hits border region - BBC News - https://t.co/XZRdpYwC2a playback is unsupport... https://t.co/x4fU5zJB1l,13_11_2017,other_relevant_information,iran iraq earthquake deadly tremor hits border region bbc news playback is unsupport 
"#Iran's #president, @HassanRouhani will visit #kermanshah, efected by sunday night #earthquake, Tuesday morning. https://t.co/EdfD22FXBp",13_11_2017,other_relevant_information, iran president will visit kermanshah efected by sunday night earthquake tuesday morning 
"#Iran's #president, @HassanRouhani will visit #kermanshah, efected by sunday night #earthquake, Tuesday morning. https://t.co/EdfD22FXBp",13_11_2017,other_relevant_information, iran president will visit kermanshah efected by sunday night earthquake tuesday morning 
RT @ALadyInKuwait: The Do’s and Don’ts during the earthquake #هزه_ارضيه_بالكويت #kuwait https://t.co/VQ69m4M9uQ,13_11_2017,other_relevant_information,rt the do and don ts during the earthquake هزه_ارضيه_بالكويت kuwait 
RT @meteorologo777: URGENT-FLASH: Huge #earthquake between #Iraq and #Iran. Preliminary magnitude 7.4! https://t.co/Bs5f1AL0aX,13_11_2017,other_relevant_information,rt urgent flash huge earthquake between iraq and iran preliminary magnitude 
#BreakingNews Death toll from 7.3-magnitude #earthquake at #Iran #Iraq border now stands at 330 #Kurdistan https://t.co/vSF8LAEZQo,13_11_2017,injured_or_dead_people, breakingnews death toll from magnitude earthquake at iran iraq border now stands at kurdistan 
Powerful Earthquake Hits Iran-Iraq: Most Devastating Pictures https://t.co/dWobt4lbQY https://t.co/UdJYSo8MmL,13_11_2017,other_relevant_information,powerful earthquake hits iran iraq most devastating pictures 
TV channel live on air during Iraq-Iran earthquake – BBC News https://t.co/46uDqLJDZl #NewInVids https://t.co/K8oB7oRfCd,13_11_2017,other_relevant_information,tv channel live on air during iraq iran earthquake bbc news newinvids 
"Finally, after death toll shoots up to 300, Iran-Iraq earthquake gets some media attention. https://t.co/tnZiXnODaB https://t.co/LZSouYmdEl",13_11_2017,injured_or_dead_people,finally after death toll shoots up to iran iraq earthquake gets some media attention 
Israelis Report Feeling Iran Earthquake; No Local Injuries or Damage - https://t.co/ZCl8kZ7Y09 https://t.co/sFbZV1OnZP,13_11_2017,other_relevant_information,israelis report feeling iran earthquake no local injuries or damage 
Chairman #PPP @BBhuttoZardari expressed concern over the human loss in Iran earthquake. https://t.co/JGfv4bUvtN,13_11_2017,injured_or_dead_people,chairman pp expressed concern over the human loss in iran earthquake 
"Richter 7 earthquake in Iran and specially Kermanshah Province, condolences to the Iranian people, God help you ὢDὢDὤFὤF https://t.co/D7405qsLfl",13_11_2017,other_relevant_information,richter earthquake in iran and specially kermanshah province condolences to the iranian people god help you ὢdὢdὤfὤf 
"Richter 7 earthquake in Iran and specially Kermanshah Province, condolences to the Iranian people, God help you ὢDὢDὤFὤF https://t.co/D7405qsLfl",13_11_2017,other_relevant_information,richter earthquake in iran and specially kermanshah province condolences to the iranian people god help you ὢdὢdὤfὤf 
"Richter 7 earthquake in Iran and specially Kermanshah Province, condolences to the Iranian people, God help you ὢDὢDὤFὤF https://t.co/D7405qsLfl",13_11_2017,other_relevant_information,richter earthquake in iran and specially kermanshah province condolences to the iranian people god help you ὢdὢdὤfὤf 
RT @VOANews: Deadly Earthquake Strikes Iran-Iraq Border https://t.co/WDSkalOrLj https://t.co/rBxqCpHoYb,13_11_2017,other_relevant_information,rt deadly earthquake strikes iran iraq border 
Trying to find info re U.S. troops &amp; personnel operating in/around Iran-Iraq earthquake region - nothing so far. ὡF https://t.co/oVr78gueb1,13_11_2017,other_relevant_information,trying to find info re troops amp personnel operating in around iran iraq earthquake region nothing so far ὡf 
#Algeria Iran-Iraq earthquake: What happened and why https://t.co/qkOv4wjav9 #الجزائر https://t.co/Ocn1BaJjYF,13_11_2017,other_relevant_information, algeria iran iraq earthquake what happened and why الجزائر 
Resettlment of people in sports fields of #Kermanshah regard 7.3 #earthquake in west of #Iran. https://t.co/uUZ99PfCb7,13_11_2017,other_relevant_information,resettlment of people in sports fields of kermanshah regard earthquake in west of iran 
Iran-Iraq border earthquake live updates: Death toll crosses #TISNews Click Link- https://t.co/pqMmIrT93i https://t.co/NqM72HpUuh,13_11_2017,injured_or_dead_people,iran iraq border earthquake live updates death toll crosses tisnews click link 
"RT @TheNewYorkBlvd: Earthquake with a Magnitude of 7.2 Just struck Halabjah, Iraq #PrayForIraq https://t.co/CwJ9bPDp17",13_11_2017,other_relevant_information,rt earthquake with magnitude of just struck halabjah iraq prayforiraq 
"#Iran: Initial Reports, at Least 61 Dead, 300 Injured From #earthquake https://t.co/kE2EIPgmmM … https://t.co/23Bm9gIY2g",13_11_2017,injured_or_dead_people, iran initial reports at least dead injured from earthquake 
We offer our sincere Condolences ὡ4 #Iran #earthquake #destruction #condolences #pray_for_iran #PrayForIran https://t.co/je8jA98yTy,13_11_2017,other_relevant_information,we offer our sincere condolences ὡ iran earthquake destruction condolences pray_for_iran prayforiran 
Please accept my heartfelt sympathy on the passing of your dears #earthquake#kermanshah#Iran https://t.co/canDwXAvK5,13_11_2017,other_relevant_information,please accept my heartfelt sympathy on the passing of your dears earthquake kermanshah iran 
UPDATED: 300 people die in earthquake between Iran and Iraq - https://t.co/M7tMarjG6t https://t.co/Ms78k0WcMJ,13_11_2017,injured_or_dead_people,updated people die in earthquake between iran and iraq 
Iran-Iraq Border Earthquake Over 300 People Have Died https://t.co/MjMDrbBZ7J Mavelworld https://t.co/D2UpzFS727,13_11_2017,injured_or_dead_people,iran iraq border earthquake over people have died mavelworld 
Earthquake in #Iran: - 341 were killed - 4000 were wounded https://t.co/8d4UqHBy7k,13_11_2017,injured_or_dead_people,earthquake in iran were killed were wounded 
"Donald Trump, Iran Earthquake, N.F.L.: Your Monday Briefing by CHRIS STANFORD via NYT https://t.co/yMexMHQiMn https://t.co/Vv1S1LYTcm",13_11_2017,other_relevant_information,donald trump iran earthquake your monday briefing by chris stanford via nyt 
Pics from Iran 204 person killed &amp; 1600 injured by #earthquake yesterday #زلزال_إيران https://t.co/gOAvZmB8fw,13_11_2017,injured_or_dead_people,pics from iran person killed amp injured by earthquake yesterday زلزال_إيران 
Pics from Iran 204 person killed &amp; 1600 injured by #earthquake yesterday #زلزال_إيران https://t.co/gOAvZmB8fw,13_11_2017,injured_or_dead_people,pics from iran person killed amp injured by earthquake yesterday زلزال_إيران 
Pics from Iran 204 person killed &amp; 1600 injured by #earthquake yesterday #زلزال_إيران https://t.co/gOAvZmB8fw,13_11_2017,injured_or_dead_people,pics from iran person killed amp injured by earthquake yesterday زلزال_إيران 
"follow me - Donald Trump, Iran Earthquake, N.F.L.: Your Monday Briefing https://t.co/TMjyGXtyUS - followforfollow https://t.co/Hl0giplT13",13_11_2017,other_relevant_information,follow me donald trump iran earthquake your monday briefing followforfollow 
Tragedy.....earthquake in iran https://t.co/EG66zm0qUO,13_11_2017,other_relevant_information,tragedy earthquake in iran 
Iran-Iraq earthquake: Here's what we know https://t.co/cDaNNeir0D https://t.co/gE4PIqBKP8,13_11_2017,other_relevant_information,iran iraq earthquake here what we know 
Iran-Iraq earthquake: Here's what we know https://t.co/cDaNNeir0D https://t.co/gE4PIqBKP8,13_11_2017,other_relevant_information,iran iraq earthquake here what we know 
Photos: Powerful Iran-Iraq earthquake kills hundreds https://t.co/h6p6wmWdwz https://t.co/rUhCRrXC3e,13_11_2017,injured_or_dead_people,photos powerful iran iraq earthquake kills hundreds 
Interesting 'coincidence' that the earthquake took place exactly on the artificial man-made border of Iraq and Iran! https://t.co/yWfkmPOkCF,13_11_2017,other_relevant_information,interesting coincidence that the earthquake took place exactly on the artificial man made border of iraq and iran 
"#News via #FOXNEWS ""Massive earthquake leaves over 300 dead in Iraq-Iran"" https://t.co/X0JyeVet9r https://t.co/N6peehBru7",13_11_2017,injured_or_dead_people, news via foxnews massive earthquake leaves over dead in iraq iran 
Earthquake In Iraq Iran Border Live Updates Death Toll Injured All Updates | LIVE: ईरान-इराक बॉर्डर पर 7.2 तीव्रत... https://t.co/JySSrAJMCH,13_11_2017,injured_or_dead_people,earthquake in iraq iran border live updates death toll injured all updates live ईर न इर क ब र डर पर त व रत 
Sunday evening a earthquake west of Iran. Many people lost their lives. https://t.co/o9TWvoQHAF,13_11_2017,injured_or_dead_people,sunday evening earthquake west of iran many people lost their lives 
Queue of #Blood_Donation after the destructive #Earthquake #Iran #Sympathy https://t.co/SOCMiSwMW1,13_11_2017,rescue_volunteering_or_donation_effort,queue of blood_donation after the destructive earthquake iran sympathy 
RT @Fintribune: 7.3 Magnitude Earthquake Strikes Iran's #Kermanshah Province https://t.co/ZslBfdDglG,13_11_2017,other_relevant_information,rt magnitude earthquake strikes iran kermanshah province 
7.3 magnitude earthquake dkt Iraq-Iran border. Hope everything will be fine https://t.co/XbMdCgKwSl,13_11_2017,other_relevant_information, magnitude earthquake dkt iraq iran border hope everything will be fine 
Seismograms from yesterday’s #earthquake on the #Iran / #Iraq border @BGSseismology https://t.co/ddEVHqQI4c,13_11_2017,other_relevant_information,seismograms from yesterday earthquake on the iran iraq border 
"Earthquake rocks border area between Iraq, Iran https://t.co/yzPXlmU71z #USNews #USRC https://t.co/oVYBd8qK1S",13_11_2017,other_relevant_information,earthquake rocks border area between iraq iran usnews usrc 
but some ppl have their own tragic ways to show their sympathy with victims of #iran #iraq border #earthquake https://t.co/dZRyNTjMGG,13_11_2017,not_humanitarian,but some ppl have their own tragic ways to show their sympathy with victims of iran iraq border earthquake 
but some ppl have their own tragic ways to show their sympathy with victims of #iran #iraq border #earthquake https://t.co/dZRyNTjMGG,13_11_2017,not_humanitarian,but some ppl have their own tragic ways to show their sympathy with victims of iran iraq border earthquake 
but some ppl have their own tragic ways to show their sympathy with victims of #iran #iraq border #earthquake https://t.co/dZRyNTjMGG,13_11_2017,not_humanitarian,but some ppl have their own tragic ways to show their sympathy with victims of iran iraq border earthquake 
but some ppl have their own tragic ways to show their sympathy with victims of #iran #iraq border #earthquake https://t.co/dZRyNTjMGG,13_11_2017,not_humanitarian,but some ppl have their own tragic ways to show their sympathy with victims of iran iraq border earthquake 
